,artist,song,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
385,sergio mendes,never gonna let you go,spotify:track:5u8bqfaYSh0qVTsgslPknf,0.639,0.403,7,-12.401,1,0.0349,0.567,0,0.67,0.324,132.56,255600,4
386,def leppard,photograph,spotify:track:18URo35acNKRTHfEdjTcGn,0.602,0.877,4,-6.606,1,0.0515,0.000343,0.635,0.0551,0.617,123.679,247962,4
387,electric light orchestra,rock 'n' roll is king,spotify:track:6s30tYL0EJbROLV4Yzsw0D,0.401,0.881,9,-6.089,1,0.0923,0.356,0,0.165,0.88,160.456,193907,4
388,naked eyes,(there's) always something there to remind me,spotify:track:3ZXcjz3A5vNsR5dA1e6ITl,0.609,0.777,7,-5.853,1,0.0377,0.126,0,0.519,0.682,149.252,219373,4
389,hall & oates,say it isn't so,spotify:track:2bZswvNGESo7MKeg7SQ9rp,0.769,0.595,4,-11.796,0,0.028,0.0588,0,0.18,0.969,113.971,256673,4
390,after the fire,der kommissar,spotify:track:0ROtxObpdDA25o5DriPSOk,0.694,0.716,7,-7.468,1,0.0513,0.00909,0.000814,0.0772,0.889,121.427,337187,4
391,lionel richie,you are,spotify:track:2SQkCUj5rYrFCRKnaTbYYr,0.777,0.456,1,-12.736,1,0.033,0.196,3.23e-05,0.0473,0.727,111.981,300880,4
392,paul young,wherever i lay my hat (that's my home),spotify:track:3yzM3pkIF5rlllUAAhFPx7,0.61,0.39,10,-12.959,1,0.0576,0.225,0,0.0888,0.536,88.989,250160,4
393,the human league,(keep feeling) fascination,spotify:track:0ZfZaT7NByalxa6bct5G67,0.711,0.609,0,-9.042,1,0.0764,0.381,1.24e-06,0.204,0.674,118.132,224733,4
394,big country,in a big country,spotify:track:1tAFvq63jO3n9WaDCZPJNh,0.641,0.775,9,-6.419,1,0.0498,0.00184,0.177,0.0948,0.854,126.174,284067,4
395,stevie nicks,stand back,spotify:track:6sleEAnBH0sZMe0pOQNidG,0.638,0.783,11,-9.455,0,0.0435,0.00736,0.0447,0.0381,0.637,115.269,297093,4
396,the kinks,come dancing,spotify:track:0cTwMCvozZBj8jCq6o27nk,0.491,0.751,7,-11.549,1,0.0686,0.23,1.22e-05,0.0666,0.916,152.43,236735,4
397,michael jackson,human nature,spotify:track:35lAjvsvS9k9HHuP1fjDT8,0.624,0.512,2,-10.041,1,0.0297,0.541,0.00478,0.26,0.685,93.059,245560,4
398,laid back,sunshine reggae,spotify:track:0z0JSkE5Nw3i3nin3BBSuG,0.704,0.79,8,-5.756,1,0.0432,0.101,0.00657,0.0769,0.933,167.816,257667,4
399,quiet riot, cum on feel the noize,spotify:track:3vV3cr2TpPqFk07zxYUbla,0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,290960,4
400,george michael,careless whisper,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,0.574,0.629,2,-8.815,0,0.0363,0.128,0,0.271,0.786,153.119,300107,4
401,stevie wonder,i just called to say i love you,spotify:track:6RNDeRnWsRMjPdNVgupZCs,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,262240,4
402,prince,when doves cry,spotify:track:51H2y6YrNNXcy3dfc3qSbA,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906,4
403,tina turner,what's love got to do with it?,spotify:track:4kOfxxnW1ukZdsNbCKY9br,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,226880,4
404,cyndi lauper,girls just wanna have fun ,spotify:track:0xs0ewnEb6c2DlY7LjOD7t,0.686,0.586,6,-12.377,1,0.0356,0.153,0.000314,0.353,0.78,120.418,224547,4
405,band aid,do they know it's christmas?,spotify:track:0247StOpd3AkeBQzANX4Zf,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,222533,4
406,wham!,wake me up before you go go,spotify:track:0ikz6tENMONtK6qGkOrU3c,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,231333,4
407,madonna,like a virgin,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,218627,4
408,frankie goes to hollywood,relax,spotify:track:2K22nUTdyr48JDwI5t906t,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800,4
409,phil collins,against all odds (take a look at me now),spotify:track:63CHa6rmamv9OsehkRD8oz,0.58,0.498,1,-6.901,1,0.0277,0.198,0,0.132,0.111,116.271,206360,4
410,van halen,jump,spotify:track:7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4
411,lionel richie,hello,spotify:track:0mHyWYXmmCB9iQyK18m3FQ,0.487,0.246,9,-14.104,0,0.0376,0.414,0,0.0983,0.0562,61.084,251107,4
412,ray parker jr,ghostbusters,spotify:track:3m0y8qLoznUYi73SUBP8GI,0.788,0.846,4,-5.017,1,0.0372,0.0103,0.000281,0.26,0.738,115.636,245253,4
413,kenny loggins,footloose,spotify:track:6W2VbtvMrDXm5vYeB7amkO,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,220707,4
414,michael jackson,thriller,spotify:track:3S2R0EVwBSAVMd5UMgKTL0,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.00018,0.914,0.813,118.458,357267,4
415,bruce springsteen,dancing in the dark,spotify:track:7FwBtcecmlpc1sLySPXeGE,0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,241307,4
416,cyndi lauper,time after time,spotify:track:7o9uu2GDtVDr9nsR7ZRN73,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,241333,4
417,duran duran ,wild boys,spotify:track:23M7cQkNJLiddeubvVgaQl,0.741,0.838,11,-7.622,0,0.0637,0.407,0,0.138,0.586,115.689,257600,4
418,chaka khan,i feel for you,spotify:track:5yR9u8QiOt8hJaddv32oo7,0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0225,0.279,0.797,124.917,343400,4
419,prince,purple rain,spotify:track:54X78diSLoUDI3joC2bjMz,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,4
420,laura branigan,self control,spotify:track:6JNJERZGJwDVgkmbohBw7u,0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,246440,4
421,duran duran,the reflex,spotify:track:4sz1Ng2Cgidfqqiy0pNL6R,0.554,0.888,0,-6.664,1,0.087,0.107,0,0.291,0.82,126.701,267427,4
422,frankie goes to hollywood,two tribes,spotify:track:5NN5MQyE3Lo91zAEHpGa7S,0.54,0.621,7,-13.165,1,0.0369,0.00292,0.00287,0.367,0.195,130.202,208133,4
423,yes,owner of a lonely heart,spotify:track:0GTK6TesV108Jj5D3MHsYb,0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,268507,4
424,rockwell,somebody's watching me,spotify:track:2H2379xRxgQVvcOSoL8Ajr,0.792,0.62,1,-6.204,0,0.0344,0.123,4.12e-05,0.0548,0.843,123.933,293933,4
425,queen,radio ga ga,spotify:track:1HmzAZUvhQLhLo2z3ocpZI,0.744,0.502,5,-7.705,1,0.0359,0.179,0.000172,0.19,0.655,112.345,348227,4
426,the cars,drive,spotify:track:2lFFiNm0XtgJ6wkdncTB4k,0.261,0.703,6,-7.871,1,0.0414,0.115,0.00078,0.102,0.405,83.495,234332,4
427,u2,pride (in the name of love),spotify:track:3dh2LlmeMqKJbzn2WUgt3d,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,228427,4
428,deniece williams,let's hear it for the boy,spotify:track:4VyU9Tg4drTj2mOUZHSK2u,0.808,0.485,0,-8.829,1,0.056,0.0761,0.00414,0.0477,0.714,122.659,262440,4
429,billy ocean,caribbean queen (no more love on the run),spotify:track:4JEylZNW8SbO4zUyfVrpb7,0.79,0.649,5,-7.507,1,0.0265,0.166,8.87e-05,0.092,0.954,113.798,244427,4
430,wham!,last christmas,spotify:track:2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960,4
431,wham!,freedom,spotify:track:0PhU6i6Kei6x0CH3jocvA3,0.591,0.651,0,-12.882,1,0.0424,0.42,1.94e-06,0.129,0.824,132.538,302200,4
432,prince,let's go crazy,spotify:track:0QeI79sp1vS8L3JgpEO7mD,0.309,0.93,11,-6.399,1,0.125,0.0192,0.0022,0.106,0.376,195.815,280000,4
433,sade,smooth operator,spotify:track:1Hv1VTm8zeOeybub15mA2R,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,258693,4
434,alphaville,big in japan,spotify:track:3BZGi1yUqQyCNC868AqUGG,0.748,0.414,2,-15.15,0,0.0405,0.069,0.0671,0.336,0.239,97.646,286160,4
435,madonna,holiday,spotify:track:3ibAzRj9JnowdoLkyllk3n,0.813,0.699,7,-8.656,1,0.0458,0.0251,0.0135,0.0527,0.732,117.548,231560,4
436,kool & the gang,joanna,spotify:track:6edQfeOlqbGteYixpJl3Sm,0.857,0.602,10,-8.311,1,0.029,0.489,0.0244,0.317,0.957,105.157,239627,4
437,the thompson twins,hold me now,spotify:track:0BJU4rYOfj43xHw6gvTIwE,0.787,0.516,7,-12.792,1,0.0332,0.66,1.1e-05,0.293,0.882,108.19,286667,4
438,madonna,borderline,spotify:track:4FMNpPI7mkhdeFCCk6fZiE,0.807,0.764,2,-5.186,1,0.0312,0.082,3.87e-05,0.115,0.371,119.867,238360,4
439,cyndi lauper,she bop,spotify:track:2FAL6hxj5Qxuj0kWOkEOsF,0.583,0.891,9,-4.565,0,0.0345,0.00088,0.000163,0.103,0.814,136.794,229267,4
440,the romantics,talking in your sleep,spotify:track:7fRvtXvJMpGfTLdF0M09a1,0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766,235093,4
441,john waite,missing you,spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571,269760,4
442,queen,i want to break free,spotify:track:7h2yhVxcZOGyQdOwD4Hu8J,0.795,0.433,4,-8.927,1,0.0324,0.0853,0.000284,0.0762,0.6,108.947,258013,4
443,julio iglesias & willie nelson,to all the girls i've loved before,spotify:track:0fOP9o969wMwVSCA4wEAW5,0.779,0.317,2,-14.553,1,0.0504,0.864,0.8,0.113,0.229,85.544,190733,4
444,bronski beat,smalltown boy,spotify:track:5vmRQ3zELMLUQPo2FLQ76x,0.685,0.584,5,-10.616,0,0.0276,0.288,0.00918,0.124,0.939,134.546,302413,4
445,limahl,never ending story,spotify:track:1F43XlPBiwAUUIhrUGzylO,0.599,0.622,0,-13.971,1,0.0296,0.359,0.00235,0.114,0.851,122.312,212173,4
446,the eurythmics,here comes the rain again,spotify:track:78RIER8V6EhrqVPOBi2GYa,0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,294587,4
447,the honeydrippers,sea of love,spotify:track:0VMGij4wSGBM5pSTcqjxeD,0.422,0.411,7,-9.004,1,0.0257,0.111,0.00113,0.324,0.393,82.737,183880,4
448,billy idol,eyes without a face,spotify:track:0pUVeEgZuNyFzIMKp67RbS,0.391,0.815,9,-6.197,1,0.0518,0.0177,0.00226,0.276,0.647,84.383,299240,4
450,alphaville,forever young,spotify:track:4S1VYqwfkLit9mKVY3MXoo,0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822,226706,4
451,hall & oates,out of touch,spotify:track:7o67roCVsFiCt7Cf0ZLOJq,0.806,0.649,9,-9.004,0,0.0347,0.0391,5.55e-05,0.0557,0.897,114.834,249573,4
452,zz top,legs,spotify:track:7t6CAWplijBj4sdl0q3z0e,0.611,0.946,4,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,273907,4
453,paul young,love of the common people,spotify:track:6cARFkZxx2JR3JlvDzeLZc,0.744,0.609,9,-11.202,1,0.0758,0.0883,0,0.0599,0.893,90.723,220733,4
454,matthew wilder,break my stride,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,184480,4
455,the cars,you might think,spotify:track:35wVRTJlUu2kDkqXFegOKt,0.728,0.855,2,-6.031,1,0.0333,0.109,0.000576,0.113,0.971,133.887,184717,4
456,shannon,let the music play,spotify:track:6b9hm8mvZ2KH7Fl7LLA5ct,0.709,0.687,10,-10.462,0,0.0519,0.000893,0.000151,0.092,0.765,114.717,214379,4
457,dan hartman,i can dream about you,spotify:track:37nxLdGbmgEYQYrqe14xOp,0.743,0.5,9,-14.105,1,0.0513,0.0515,0,0.0373,0.903,112.989,249560,4
458,steve perry,oh sherrie,spotify:track:4zEi4tr3lEhiAvTRxEzbEz,0.333,0.695,5,-5.116,1,0.0465,0.372,7.13e-06,0.107,0.317,203.753,229347,4
459,culture club,the war song,spotify:track:1UjdzJkBwidn55CUo5TB1O,0.811,0.76,0,-6.685,1,0.0389,0.225,0,0.0527,0.913,117.14,253987,4
460,depeche mode,people are people,spotify:track:3GREm6zSHwKZsJxl0hqbAQ,0.679,0.829,9,-7.288,0,0.0603,0.0875,2.78e-06,0.318,0.812,119.96,232080,4
461,paul mccartney,no more lonely nights,spotify:track:4ybDW0xfRBCPwsjwFOUzZW,0.315,0.428,5,-11.558,1,0.036,0.00987,2.68e-05,0.144,0.449,177.105,287693,4
462,david bowie,blue jean,spotify:track:5vrMM7hAZPQx9955euW6Jb,0.559,0.849,2,-6.39,1,0.0308,0.0401,0.33,0.131,0.822,124.608,191907,4
463,tina turner,private dancer,spotify:track:5JjdJK0uGRUk4skRTuQdUZ,0.587,0.572,2,-9.656,1,0.0413,0.363,0.0871,0.0915,0.471,115.466,434373,4
464,the pointer sisters,jump (for my love),spotify:track:3L9ClO1W5KmebIXTrlKShF,0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,267227,4
465,the pointer sisters,automatic,spotify:track:38TuEl4QqLM1VtJ5LK6FK0,0.803,0.656,5,-7.53,1,0.0556,0.0934,0,0.324,0.926,110.544,287013,4
466,culture club,miss me blind,spotify:track:56SnVQVuJuqnYA6rLdcg32,0.768,0.816,7,-6.66,0,0.0388,0.394,0,0.313,0.794,121.932,269880,4
467,lionel richie,stuck on you,spotify:track:0ROwoz82DIW4tOzkxYnSjf,0.522,0.346,5,-15.462,1,0.0297,0.258,0,0.114,0.27,131.692,195133,4
468,frankie goes to hollywood,the power of love,spotify:track:1GbyYL0B0Mjn3kSbrEwKKI,0.46,0.162,5,-17.142,0,0.0335,0.376,1.25e-05,0.181,0.102,122.767,332507,4
469,the flying pickets,only you,spotify:track:1U2L6NW89IIy6Gw63C4eP2,0.554,0.332,8,-9.834,1,0.025,0.774,1.56e-06,0.0932,0.542,99.329,203333,4
470,pat benatar,we belong,spotify:track:665Jxlgi1HamPKbW1vwzx4,0.706,0.322,5,-14.108,1,0.0467,0.528,2.37e-06,0.576,0.305,135.154,221133,4
471,bruce springsteen,cover me,spotify:track:4U7NhC2rQTAhH7dw7H0goB,0.535,0.884,9,-5.499,0,0.0407,0.00188,0.00126,0.14,0.796,120.555,205987,4
472,slade,my oh my,spotify:track:7JuUxcg1Xci0xHAVzZIjdG,0.435,0.631,0,-7.107,1,0.0287,0.00567,0,0.14,0.375,137.292,252160,4
473,chicago,hard habit to break,spotify:track:3Tows9RnoAq9CmMJaII2cO,0.584,0.612,2,-5.833,1,0.0283,0.448,0,0.171,0.402,81.182,283733,4
474,the thompson twins,doctor! doctor!,spotify:track:15PC4RTMeQa2Gv4nnwSrwc,0.686,0.66,5,-11.894,1,0.0309,0.297,2.6e-05,0.151,0.921,119.52,279000,4
475,nik kershaw,wouldn't it be good,spotify:track:0ccY2ixK1ZAOnsxouo8LQT,0.642,0.764,2,-6.681,0,0.0304,0.223,0.00229,0.2,0.723,97.028,272253,4
476,real life,send me an angel,spotify:track:3HCDGtLZabH3umLgwCBpDB,0.605,0.926,7,-4.831,0,0.0372,0.0714,2.18e-05,0.0953,0.49,129.844,236547,4
477,sheila e,the glamorous life,spotify:track:179SfVFJ0ZN41toTxnpgRD,0.759,0.675,3,-14.366,0,0.0422,0.0261,0.0341,0.431,0.866,127.522,543560,4
478,elton john,sad songs (say so much),spotify:track:1fF2dvBsbTk2wrOEaR6f5B,0.745,0.911,0,-6.259,1,0.0285,0.148,0.000522,0.375,0.93,107.239,249227,4
479,alphaville,sounds like a melody,spotify:track:4yDCTzaFfr7YOuYKpwgidL,0.7,0.802,11,-6.966,0,0.037,0.0422,0.17,0.239,0.445,97.189,286170,4
480,john lennon,nobody told me ,spotify:track:31QuJZfFiMk1uOawow8ejS,0.712,0.936,2,-4.246,1,0.0364,0.177,0.000837,0.0443,0.917,118.425,214280,4
481,inxs,original sin,spotify:track:4pamtQ2nk538ljeuc8q6T3,0.689,0.629,9,-7.262,1,0.0384,0.0127,0.000213,0.0579,0.745,131.536,318547,4
482,john cougar mellencamp,pink houses,spotify:track:5JKQMoGmXwDHCodn5pFVHB,0.635,0.795,7,-5.313,1,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,283667,4
483,madonna,lucky star,spotify:track:2hWI9GNr3kBrxZ7Mphho4Q,0.793,0.627,4,-10.599,0,0.0431,0.266,7.1e-05,0.145,0.963,117.203,333773,4
484,huey lewis & the news,the heart of rock 'n' roll,spotify:track:715sEYWkafd4xvl87dwZgu,0.594,0.756,10,-8.82,1,0.0379,0.0316,0.000102,0.222,0.956,143.301,304920,4
485,jermaine jackson & pia zadora,when the rain begins to fall,spotify:track:5mAfIPhWxf1txP9UrMtO1p,0.454,0.897,0,-5.589,0,0.0399,0.000257,0.935,0.117,0.658,75.512,248581,4
487,evelyn thomas,high energy,spotify:track:2O3JCRH7IvUUbzbxEvoVAi,0.956,0.765,10,-12.772,0,0.0619,0.143,0.0461,0.25,0.711,124.252,409600,4
488,the pointer sisters,i'm so excited,spotify:track:1ot6jEe4w4hYnsOPjd3xKQ,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,230640,4
489,duran duran,new moon on monday,spotify:track:74tXc7WOWxEDZahXcyPG9D,0.536,0.869,7,-4.56,1,0.151,0.449,2.16e-06,0.635,0.425,122.218,256280,4
490,weird al' yankovic,eat it,spotify:track:0WuYuWhLws8VahMy2zLLRJ,0.767,0.811,7,-8.548,1,0.0766,0.0866,0,0.0684,0.858,147.423,200627,4
491,the scorpions,still loving you,spotify:track:0RdUX4WE0fO30VnlUbDVL6,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,4
492,scandal,the warrior,spotify:track:2hQnLzly0jRPpLPp23sA4i,0.606,0.777,2,-11.034,1,0.0347,0.089,0,0.321,0.859,123.077,240827,4
493,tina turner, better be good to me,spotify:track:4N5HyZ1PlXuP6sryIa4hOQ,0.748,0.722,8,-6.499,1,0.0347,0.0344,0.0164,0.0857,0.835,120.678,312387,4
494,new edition,cool it now,spotify:track:5LkcAjqj5NOctNGi2qUjlw,0.871,0.532,10,-13.335,0,0.0677,0.126,0.00819,0.321,0.74,116.574,347667,4
495,bonnie tyler,holding out for a hero,spotify:track:5Hyr47BBGpvOfcykSCcaw9,0.616,0.685,9,-15.289,0,0.04,0.0245,1.13e-05,0.0491,0.895,150.055,348333,4
496,rod stewart,infatuation,spotify:track:3ONQHqfJFlOqD5k0hQNmhH,0.709,0.576,11,-15.754,0,0.0308,0.0345,0.0295,0.198,0.77,107.149,314533,4
497,night ranger,sister christian,spotify:track:57trQKFZdJxHia4sMJioWk,0.448,0.35,5,-16.239,1,0.0393,0.147,2.27e-06,0.0842,0.234,177.279,302933,4
498,twisted sister,we're not gonna take it,spotify:track:1hlveB9M6ijHZRbzZ2teyh,0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,219667,4
499,wang chung,dance hall days,spotify:track:2JvPJ8ydPuN2NhpH4oti6I,0.664,0.589,0,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,240800,4
500,usa for africa,we are the world,spotify:track:3Z2tPWiNiIpg8UMMoowHIk,0.528,0.447,4,-15.255,1,0.0435,0.189,0,0.0745,0.292,72.58,427333,4
501,a-ha,take on me,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4
502,foreigner,i want to know what love is,spotify:track:1JLn8RhQzHz3qDqsChcmBl,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,4
503,tears for fears,shout,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,393667,4
504,lionel richie,"say you, say me",spotify:track:17CPezzLWzvGfpZW6X8XT0,0.636,0.405,8,-11.113,1,0.0287,0.355,0,0.0804,0.257,128.068,241067,4
505,dire straits,money for nothing,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,506400,4
506,tears for fears,everybody wants to rule the world,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4
507,madonna,crazy for you,spotify:track:6B4oVElDIKRNcNUary0WG7,0.662,0.719,9,-6.606,1,0.0298,0.107,0,0.102,0.511,95.001,224320,4
508,huey lewis & the news,the power of love,spotify:track:2olVm1lHicpveMAo4AUDRB,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,234333,4
509,duran duran,a view to a kill,spotify:track:6I4snLrVOrJsLdd43isc27,0.706,0.814,1,-5.405,1,0.0569,0.0159,0,0.262,0.778,125.472,217693,4
510,murray head,one night in bangkok,spotify:track:6erBowZaW6Ur3vNOWhS2zM,0.892,0.578,10,-5.025,1,0.15,0.112,0.000315,0.0897,0.621,108.703,236067,4
511,tina turner,we don't need another hero (thunderdome),spotify:track:1qyJ6XpMHdsJD8pkiA7Qww,0.69,0.674,8,-5.866,0,0.0471,0.201,0.00612,0.114,0.713,98.851,255187,4
512,paul hardcastle,19,spotify:track:5fVFdkU5U6ULjXgwm5q89Q,0.753,0.897,11,-8.54,1,0.073,0.00281,0.73,0.351,0.937,117.937,210853,4
513,simple minds,don't you (forget about me),spotify:track:3fH4KjXFYMmljxrcGrbPj9,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4
514,madonna,into the groove,spotify:track:2m0M7YqCy4lXfedh18qd8N,0.729,0.856,10,-4.164,0,0.035,0.0658,0.00832,0.0691,0.804,116.467,285093,4
515,elton john,nikita,spotify:track:3G0ENKW9vzV0SuYKaWFflI,0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605,343240,4
516,don henley,the boys of summer,spotify:track:4gvea7UlDkAvsJBPZAd4oB,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,4
517,jefferson starship,we built this city,spotify:track:52nrUTQHMe4uxzjDICaD4H,0.66,0.908,5,-4.897,1,0.039,0.0516,0,0.0708,0.656,144.09,296080,4
518,bruce springsteen,born in the usa,spotify:track:0ng9wGwqJwZKqaKvVcnoY9,0.22,0.968,9,-3.906,1,0.0889,0.0227,1.31e-06,0.959,0.148,120.139,356714,4
519,whitney houston,saving all my love for you,spotify:track:1lx8ddGT5wCD6W2xmLeRKG,0.636,0.264,6,-14.567,0,0.0263,0.593,4.22e-05,0.275,0.264,99.304,238467,3
520,jennifer rush,the power of love,spotify:track:18DfMhEx4ddoreHrvZDF6Q,0.521,0.654,8,-6.993,1,0.0401,0.452,6.12e-05,0.0984,0.125,139.071,268200,4
521,david bowie & mick jagger,dancing in the street,spotify:track:5dZmAL1FWL1clb49ZAg9pI,0.673,0.826,11,-7.167,1,0.0325,9.9e-05,0.784,0.092,0.54,130.994,198616,4
522,kool & the gang,cherish,spotify:track:2yCAGizViD7HZXwNYxJToQ,0.643,0.568,1,-9.903,1,0.0222,0.135,0,0.195,0.434,95.17,238000,4
523,mr mister,broken wings,spotify:track:78FHUZRbFDCG6VkRAQdFLm,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,343933,4
524,stevie wonder,part-time lover,spotify:track:0Dm43YLUlGdePpSbI1ct8h,0.662,0.624,10,-13.606,0,0.0417,0.165,0,0.0674,0.961,174.513,252560,4
525,baltimora,tarzan boy,spotify:track:273uCXd7NPrInaiNqtkOrA,0.684,0.573,5,-12.3,1,0.0261,0.318,0.028,0.306,0.716,107.363,378947,4
526,dead or alive,you spin me 'round (like a record),spotify:track:1ChulFMnwxoD74Me8eX2TU,0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,195147,4
527,phil collins,one more night,spotify:track:6fkvIT9KFKxO8poBeKfaEf,0.534,0.442,3,-9.442,1,0.0308,0.788,0.000351,0.0986,0.343,136.369,288973,4
528,paul young,every time you go away,spotify:track:05fHQeRbCSjKVS6z0WbQKJ,0.572,0.721,5,-8.959,1,0.0402,0.187,7.41e-06,0.216,0.844,164.252,267000,4
529,wham!,i'm your man,spotify:track:2gG7E5OZi5D5QLRIctv63z,0.756,0.837,2,-6.943,1,0.051,0.297,0,0.0567,0.588,132.146,243093,4
530,madonna,material girl,spotify:track:22sLuJYcvZOSoLLRYev1s5,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280,4
531,philip bailey & phil collins,easy lover,spotify:track:0zTzcpx9qESOm80AIheGC7,0.747,0.794,1,-9.455,1,0.0342,0.0478,0.00209,0.056,0.932,128.91,304840,4
532,simple minds,alive & kicking,spotify:track:2x5IXUFOcvvBUtEpnCBNlp,0.572,0.913,0,-4.26,1,0.0362,0.0753,1.5e-05,0.128,0.561,103.265,289453,4
533,john parr,st elmo's fire (man in motion),spotify:track:1A2PWRltFrX8iB8IP3CUgo,0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,251800,4
534,bryan adams,heaven,spotify:track:7Ewz6bJ97vUqk5HdkvguFQ,0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,243360,4
535,wham!,everything she wants,spotify:track:5hXEcqQhEjfZdbIZLO8mf2,0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,302693,4
536,harold faltermeyer,axel f,spotify:track:2kgqupahrJpYB4r1poTXEY,0.799,0.491,1,-17.105,1,0.0891,0.016,0.843,0.094,0.57,117.285,180867,4
537,phil collins & marilyn martin,separate lives,spotify:track:4EhADaougu1aiyGG5pYB1S,0.573,0.201,7,-16.855,1,0.0456,0.13,0.00084,0.157,0.221,106.08,227343,4
538,opus,live is life,spotify:track:5luOvrlnzfvJQdQjrScVj4,0.633,0.952,9,-4.274,0,0.0338,0.0532,1.73e-06,0.989,0.765,95.423,249500,4
539,sandra,(i'll never be) maria magdalena,spotify:track:7LNP6YNYDeMgBeG4JBfAdq,0.613,0.559,2,-14.127,1,0.0268,0.0992,0.0205,0.314,0.772,104.1,239827,4
